"Model: 'ARClock_withLocalization::slowdunequal PDE R1um, Gene in R<0.1, D=0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,0,0,0.002005138,0.002022354,0.002056786,0.002130544,0.002254319,0.002446634,0.00273794,0.003177625,0.00384276,0.004827185,0.006036481,0.005651456,0.004415992,0.003557999,0.003009545,0.002656687,0.002428869,0.002284827,0.002200238,0.002161186,0.00214166,0,0,,0.006036481,0.002005138,0.00304982,,3.010506705,,,,,,,,,,,,,,
,68,0,0,0.003308139,0.003337784,0.003397074,0.003523033,0.003731362,0.004048016,0.004512955,0.005185891,0.006150659,0.007488664,0.009006618,0.008525506,0.006947317,0.0057646,0.004959277,0.004414575,0.004049499,0.003812479,0.003670851,0.003604826,0.003571814,0,0,,0.009006618,0.003308139,0.004905283,,2.722563278,,,,,,,,,,,,,,
,69,0,0,0.013216026,0.013332355,0.013565012,0.014046976,0.014811321,0.01590576,0.017390826,0.019335887,0.021800007,0.024723905,0.02727837,0.026487247,0.023716613,0.021081367,0.019000249,0.017423932,0.016271048,0.015472233,0.014972979,0.014734077,0.014614627,0,0,,0.02727837,0.013216026,0.018056229,,2.064037214,,,,,,,,,,,,,,
,70,0,0,0.199824755,0.200286325,0.201209465,0.203088255,0.205985312,0.209982213,0.215169035,0.221632991,0.229422099,0.238338824,0.246627043,0.24439942,0.235751617,0.22784473,0.221379621,0.216266925,0.212377166,0.209593661,0.207812554,0.206948201,0.206516024,0,0,,0.246627043,0.199824755,0.217164583,,1.234216667,,,,,,,,,,,,,,
,71,0,0,0.380651044,0.381177771,0.382231224,0.384373252,0.387671963,0.392216173,0.398104246,0.405433596,0.414268058,0.424438174,0.434207043,0.431666288,0.421618195,0.412682588,0.405416577,0.399676248,0.395308504,0.392182085,0.39018127,0.389210343,0.388724879,0,0,,0.434207043,0.380651044,0.400544739,,1.140695787,,,,,,,,,,,,,,
,72,0,0,0.403593278,0.404126137,0.405191856,0.407358545,0.410694673,0.415289563,0.421242275,0.428651517,0.437584436,0.44788159,0.457838352,0.455261653,0.445044498,0.436010328,0.42867349,0.42287905,0.418470392,0.41531467,0.413295108,0.4123151,0.411825096,0,0,,0.457838352,0.403593278,0.423740077,,1.134405297,,,,,,,,,,,,,,
,73,0,0,0.332664563,0.333184944,0.334225708,0.336341559,0.339599207,0.344085755,0.349897985,0.357132938,0.365858863,0.375929944,0.38571953,0.383192766,0.373162763,0.364334504,0.357173106,0.351519247,0.347218063,0.344139408,0.342169209,0.341213175,0.340735157,0,0,,0.38571953,0.332664563,0.352357066,,1.159484879,,,,,,,,,,,,,,
,74,0,0,0.208233706,0.208716675,0.209682615,0.211646319,0.214669751,0.218834058,0.224229986,0.230950135,0.239065181,0.248463157,0.257716711,0.255340547,0.245892416,0.237669422,0.231019731,0.225775822,0.221788517,0.218935278,0.21710962,0.216223816,0.215780914,0,0,,0.257716711,0.208233706,0.226559256,,1.237632066,,,,,,,,,,,,,,
,75,0,0,0.03309386,0.03335325,0.033872028,0.034934319,0.03658959,0.038907639,0.041976388,0.045905933,0.050842392,0.056972203,0.064229235,0.062437805,0.055280594,0.050014399,0.046018883,0.04297283,0.040707015,0.039110576,0.038100007,0.037612852,0.037369275,0,0,,0.064229235,0.03309386,0.043823861,,1.940820266,,,,,,,,,,,,,,
,76,0,0,2.21E-04,2.22E-04,2.26E-04,2.33E-04,2.45E-04,2.64E-04,2.97E-04,3.52E-04,4.55E-04,6.64E-04,0.001058785,9.43E-04,5.77E-04,4.07E-04,3.27E-04,2.84E-04,2.60E-04,2.45E-04,2.37E-04,2.33E-04,2.31E-04,0,0,,0.001058785,0.000220617,0.000380028,,4.799198102,,,,,,,,,,,,,,
,77,0,0,1.52E-04,1.54E-04,1.56E-04,1.61E-04,1.69E-04,1.83E-04,2.05E-04,2.44E-04,3.17E-04,4.71E-04,7.79E-04,6.91E-04,4.08E-04,2.84E-04,2.27E-04,1.97E-04,1.80E-04,1.69E-04,1.64E-04,1.61E-04,1.60E-04,0,0,,0.00077872,0.000152491,0.000268066,,5.106660211,,,,,,,,,,,,,,
,78,0,0,1.53E-04,1.54E-04,1.56E-04,1.61E-04,1.70E-04,1.84E-04,2.06E-04,2.45E-04,3.18E-04,4.73E-04,7.81E-04,6.93E-04,4.09E-04,2.85E-04,2.27E-04,1.97E-04,1.80E-04,1.70E-04,1.64E-04,1.61E-04,1.60E-04,0,0,,0.00078064,0.000152993,0.000268956,,5.102454954,,,,,,,,,,,,,,
,79,0,0,1.71E-04,1.73E-04,1.75E-04,1.81E-04,1.90E-04,2.06E-04,2.31E-04,2.74E-04,3.56E-04,5.26E-04,8.59E-04,7.63E-04,4.56E-04,3.19E-04,2.55E-04,2.21E-04,2.02E-04,1.90E-04,1.84E-04,1.81E-04,1.79E-04,0,0,,0.000858623,0.000171309,0.000299641,,5.012120992,,,,,,,,,,,,,,
,80,0,0,2.01E-04,2.03E-04,2.06E-04,2.12E-04,2.23E-04,2.42E-04,2.71E-04,3.22E-04,4.18E-04,6.13E-04,9.81E-04,8.73E-04,5.32E-04,3.74E-04,2.99E-04,2.60E-04,2.37E-04,2.23E-04,2.16E-04,2.12E-04,2.10E-04,0,0,,0.000981027,0.000201014,0.000348944,,4.880401338,,,,,,,,,,,,,,
,81,0,0,2.42E-04,2.43E-04,2.47E-04,2.55E-04,2.69E-04,2.91E-04,3.26E-04,3.88E-04,5.01E-04,7.28E-04,0.001141331,0.001018823,6.34E-04,4.49E-04,3.60E-04,3.13E-04,2.85E-04,2.69E-04,2.59E-04,2.55E-04,2.53E-04,0,0,,0.001141331,0.000241628,0.000415573,,4.723507613,,,,,,,,,,,,,,
,82,0,0,2.95E-04,2.97E-04,3.01E-04,3.11E-04,3.28E-04,3.55E-04,3.99E-04,4.73E-04,6.10E-04,8.76E-04,0.001340901,0.001201139,7.64E-04,5.47E-04,4.40E-04,3.82E-04,3.48E-04,3.28E-04,3.17E-04,3.12E-04,3.09E-04,0,0,,0.001340901,0.000294739,0.000501566,,4.549459278,,,,,,,,,,,,,,
,83,0,0,3.63E-04,3.66E-04,3.72E-04,3.84E-04,4.04E-04,4.38E-04,4.92E-04,5.84E-04,7.49E-04,0.001061789,0.001585401,0.001425988,9.30E-04,6.73E-04,5.43E-04,4.72E-04,4.30E-04,4.05E-04,3.91E-04,3.84E-04,3.81E-04,0,0,,0.001585401,0.000363352,0.000611106,,4.363261577,,,,,,,,,,,,,,
,84,0,0,4.52E-04,4.56E-04,4.62E-04,4.78E-04,5.04E-04,5.45E-04,6.13E-04,7.26E-04,9.27E-04,0.001295006,0.001884385,0.001702855,0.001139039,8.34E-04,6.76E-04,5.88E-04,5.36E-04,5.05E-04,4.87E-04,4.79E-04,4.75E-04,0,0,,0.001884385,0.000452044,0.000750641,,4.16858347,,,,,,,,,,,,,,
,85,0,0,5.68E-04,5.72E-04,5.81E-04,6.00E-04,6.33E-04,6.86E-04,7.71E-04,9.12E-04,0.001155893,0.001589243,0.002252438,0.002046075,0.001404966,0.001043748,8.50E-04,7.40E-04,6.74E-04,6.35E-04,6.12E-04,6.02E-04,5.97E-04,0,0,,0.002252438,0.00056761,0.000929759,,3.968284523,,,,,,,,,,,,,,
,86,0,0,7.20E-04,7.26E-04,7.38E-04,7.62E-04,8.04E-04,8.72E-04,9.80E-04,0.001156204,0.001454414,0.001965251,0.00271214,0.002477712,0.001747596,0.001318222,0.001079903,9.42E-04,8.58E-04,8.08E-04,7.79E-04,7.66E-04,7.59E-04,0,0,,0.00271214,0.000720463,0.001163142,,3.764439679,,,,,,,,,,,,,,
,87,0,0,9.28E-04,9.35E-04,9.50E-04,9.82E-04,0.001037412,0.001125197,0.00126376,0.001486122,0.00185246,0.002456917,0.003300735,0.003034044,0.002199446,0.001686672,0.001391648,0.001216228,0.001108916,0.001043374,0.001005674,9.88E-04,9.80E-04,0,0,,0.003300735,0.00092769,0.001474869,,3.558015047,,,,,,,,,,,,,,
,88,0,0,0.001220711,0.001230754,0.001250839,0.001294131,0.001367609,0.001483894,0.001665043,0.001949781,0.002404896,0.00312645,0.004086905,0.003781847,0.00282016,0.002201864,0.001832161,0.001606141,0.001465354,0.001378419,0.001328104,0.001305055,0.00129353,0,0,,0.004086905,0.001220711,0.001909221,,3.347970784,,,,,,,,,,,,,,
,89,0,0,0.00166936,0.001683464,0.001711671,0.001772251,0.001874381,0.002034231,0.002279001,0.002654131,0.003233201,0.004111808,0.005222853,0.004869096,0.003742022,0.002980831,0.002505871,0.002205988,0.002014979,0.001895315,0.001825447,0.001793294,0.001777217,0,0,,0.005222853,0.00166936,0.002564591,,3.128655097,,,,,,,,,,,,,,
,90,0,0,0.002491877,0.002513685,0.0025573,0.002650415,0.002805734,0.003044835,0.003402206,0.003931854,0.004714371,0.005839791,0.007175976,0.006751097,0.005375193,0.004387861,0.003738881,0.003312054,0.003031964,0.002852851,0.002746892,0.002697775,0.002673217,0,0,,0.007175976,0.002491877,0.00374742,,2.879747453,,,,,,,,,,,,,,
,91,0,0,0.005147808,0.005195238,0.005290099,0.005489979,0.005815992,0.006301549,0.00699508,0.007963581,0.009291309,0.011034327,0.012864011,0.012288102,0.010358519,0.008803366,0.007686931,0.006899787,0.006355162,0.005993229,0.005773507,0.005670142,0.00561846,0,0,,0.012864011,0.005147808,0.007468389,,2.49892997,,,,,,,,,,,,,,
,92,0,0,0.071901377,0.072226915,0.072877989,0.074206621,0.076263591,0.079115703,0.082837251,0.087497839,0.093121401,0.099477261,0.104858417,0.103302718,0.09750159,0.091780973,0.087050555,0.083311635,0.08047572,0.078452623,0.07716107,0.076535078,0.076222082,0,0,,0.104858417,0.071901377,0.084103734,,1.458364509,,,,,,,,,,,,,,
,93,0,0,0.312697468,0.313206665,0.314225058,0.316296238,0.319486783,0.323883468,0.329582284,0.336677681,0.34522887,0.355058067,0.364421081,0.361966263,0.352301606,0.343645527,0.336596291,0.331025419,0.326786498,0.323752375,0.321810639,0.320868352,0.320397209,0,0,,0.364421081,0.312697468,0.331900659,,1.165411039,,,,,,,,,,,,,,
,94,0,0,0.407755123,0.408287882,0.4093534,0.41151978,0.414855618,0.419450387,0.425403257,0.432812778,0.441744965,0.452035565,0.461959723,0.459386926,0.449194311,0.440161234,0.432821461,0.427023895,0.422612719,0.419455192,0.417434464,0.416453886,0.415963596,0,0,,0.461959723,0.407755123,0.427889817,,1.132934195,,,,,,,,,,,,,,
,95,0,0,0.376528864,0.37705758,0.378115014,0.380264806,0.383574796,0.388133521,0.394039253,0.401390171,0.410254055,0.420477212,0.430386135,0.427825156,0.417664515,0.408698917,0.401421459,0.395674764,0.391302632,0.388173105,0.386170312,0.38519845,0.384712518,0,0,,0.430386135,0.376528864,0.396526821,,1.143036235,,,,,,,,,,,,,,
,96,0,0,0.275940627,0.276447115,0.277460091,0.279519416,0.282689985,0.287056604,0.292713701,0.299756504,0.30825391,0.318072226,0.327657916,0.325188298,0.315379027,0.306777909,0.299807912,0.294307109,0.290122975,0.287128314,0.285211939,0.284282049,0.283817104,0,0,,0.327657916,0.275940627,0.295123368,,1.187421797,,,,,,,,,,,,,,
,97,0,0,0.128586879,0.129022756,0.129894511,0.131667103,0.134397364,0.138160264,0.143040832,0.149128786,0.156502283,0.165101038,0.173772241,0.171564356,0.162762647,0.155262465,0.149235659,0.144495529,0.140896278,0.138322904,0.136677232,0.135879029,0.135479928,0,0,,0.173772241,0.128586879,0.145230957,,1.35139948,,,,,,,,,,,,,,
,98,0,0,6.50E-04,6.54E-04,6.62E-04,6.79E-04,7.09E-04,7.57E-04,8.34E-04,9.63E-04,0.001190839,0.00161769,0.002375713,0.002152056,0.001440027,0.00108873,9.09E-04,8.09E-04,7.50E-04,7.15E-04,6.94E-04,6.85E-04,6.81E-04,0,0,,0.002375713,0.000649503,0.001000745,,3.657741351,,,,,,,,,,,,,,
,99,0,0,1.68E-04,1.69E-04,1.72E-04,1.77E-04,1.86E-04,2.02E-04,2.26E-04,2.69E-04,3.49E-04,5.16E-04,8.45E-04,7.51E-04,4.47E-04,3.12E-04,2.50E-04,2.17E-04,1.98E-04,1.87E-04,1.80E-04,1.77E-04,1.76E-04,0,0,,0.000845382,0.000168014,0.000293975,,5.031622323,,,,,,,,,,,,,,
,100,0,0,1.50E-04,1.51E-04,1.53E-04,1.58E-04,1.66E-04,1.79E-04,2.01E-04,2.39E-04,3.11E-04,4.62E-04,7.66E-04,6.79E-04,4.00E-04,2.78E-04,2.22E-04,1.93E-04,1.76E-04,1.66E-04,1.60E-04,1.58E-04,1.56E-04,0,0,,0.000765811,0.00014955,0.000263151,,5.12077168,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable ('R') times (0.0 100.0) (roi=('vl5') coord=(X=1.0 Y=0.0 Z=0.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.147054727,,,,,,,,,,,,,,
,Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distances,,0,0.05,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.95,1.95,2,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,1,0,0,1.09E-04,1.09E-04,1.09E-04,1.09E-04,1.09E-04,1.09E-04,1.10E-04,1.11E-04,1.16E-04,1.26E-04,1.48E-04,1.41E-04,1.21E-04,1.13E-04,1.10E-04,1.08E-04,1.08E-04,1.08E-04,1.08E-04,1.08E-04,1.08E-04,0,0,,0.000147775,0.000107823,0.000114198,,1.370531959,,,,,,,,,,,,,,
,2,0,0,2.03E-04,2.03E-04,2.03E-04,2.02E-04,2.02E-04,2.01E-04,2.00E-04,2.01E-04,2.02E-04,2.09E-04,2.25E-04,2.21E-04,2.06E-04,2.01E-04,1.99E-04,1.99E-04,2.00E-04,2.00E-04,2.00E-04,2.01E-04,2.01E-04,0,0,,0.000225168,0.000199455,0.000203694,,1.128920118,,,,,,,,,,,,,,
,3,0,0,3.54E-04,3.54E-04,3.54E-04,3.53E-04,3.51E-04,3.50E-04,3.48E-04,3.46E-04,3.46E-04,3.50E-04,3.64E-04,3.60E-04,3.47E-04,3.44E-04,3.45E-04,3.46E-04,3.48E-04,3.49E-04,3.49E-04,3.50E-04,3.50E-04,0,0,,0.000363872,0.000344426,0.000350274,,1.056458286,,,,,,,,,,,,,,
,4,0,0,6.01E-04,6.00E-04,5.99E-04,5.97E-04,5.94E-04,5.90E-04,5.86E-04,5.81E-04,5.77E-04,5.77E-04,5.89E-04,5.85E-04,5.76E-04,5.76E-04,5.79E-04,5.83E-04,5.87E-04,5.89E-04,5.91E-04,5.92E-04,5.92E-04,0,0,,0.000600618,0.000575552,0.000587632,,1.043549988,,,,,,,,,,,,,,
,5,0,0,0.00103622,0.001035061,0.001032745,0.0010281,0.001021122,0.00101188,0.001000618,9.88E-04,9.76E-04,9.68E-04,9.74E-04,9.72E-04,9.68E-04,9.76E-04,9.86E-04,9.96E-04,0.001004294,0.001010444,0.001014497,0.001016494,0.001017492,0,0,,0.00103622,0.000967944,0.00100159,,1.070536869,,,,,,,,,,,,,,
,6,0,0,0.001992093,0.001988763,0.001982101,0.001968758,0.001948738,0.001922219,0.001889761,0.001852678,0.001813981,0.001780929,0.001769318,0.001770831,0.00178652,0.001816996,0.001849165,0.001877914,0.001901385,0.001918943,0.001930493,0.001936184,0.001939029,0,0,,0.001992093,0.001769318,0.001887467,,1.125910065,,,,,,,,,,,,,,
,7,0,0,0.006575035,0.006551707,0.006505053,0.006412572,0.006276135,0.006099454,0.005888937,0.005654751,0.005413168,0.005192994,0.005051072,0.005077037,0.00522947,0.005425334,0.005621954,0.005799338,0.005947047,0.006059594,0.006134664,0.006171958,0.006190605,0,0,,0.006575035,0.005051072,0.005870375,,1.301710776,,,,,,,,,,,,,,
,8,0,0,0.2776258,0.277553658,0.277409374,0.277117315,0.276670634,0.276061306,0.275283177,0.274337247,0.273245521,0.272095686,0.271187948,0.271377823,0.272298908,0.273278619,0.274140388,0.274845379,0.275390615,0.275783864,0.276036266,0.276158789,0.27622005,0,0,,0.2776258,0.271187948,0.274958018,,1.023739446,,,,,,,,,,,,,,
,9,0,0,0.499428246,0.499363035,0.499232611,0.498967613,0.498560135,0.498000411,0.497279074,0.496390738,0.495344771,0.494206927,0.493266648,0.493507747,0.494510492,0.495523215,0.496389078,0.497087392,0.497623806,0.498009651,0.498257246,0.498377555,0.498437709,0,0,,0.499428246,0.493266648,0.497036386,,1.012491415,,,,,,,,,,,,,,
,10,0,0,0.525560807,0.525495891,0.525366057,0.525102231,0.524696485,0.524138978,0.523420172,0.522534363,0.521490119,0.520351591,0.519407049,0.519650181,0.520657393,0.521670958,0.522535822,0.523232619,0.523767585,0.524152274,0.524399079,0.524519003,0.524578965,0,0,,0.525560807,0.519407049,0.523177506,,1.01184766,,,,,,,,,,,,,,
,11,0,0,0.482478083,0.482412957,0.482282707,0.482018049,0.481611091,0.481052086,0.480331736,0.479444917,0.478401603,0.477268955,0.476337596,0.476576414,0.477571745,0.478581036,0.479445528,0.480143269,0.480679434,0.481065166,0.481312704,0.481432997,0.481493144,0,0,,0.482478083,0.476337596,0.480092439,,1.012891039,,,,,,,,,,,,,,
,12,0,0,0.419709255,0.419643705,0.419512605,0.419246271,0.418836868,0.418274829,0.417551296,0.416662211,0.41562004,0.414496957,0.413586769,0.413818377,0.414794294,0.415796525,0.416660627,0.417360283,0.417898788,0.41828654,0.418535493,0.418656503,0.418717007,0,0,,0.419709255,0.413586769,0.417317393,,1.01480339,,,,,,,,,,,,,,
,13,0,0,0.355947191,0.355881067,0.355748819,0.355480219,0.355067529,0.354501435,0.353773701,0.352881726,0.351841242,0.350730552,0.349846203,0.350068759,0.351020559,0.352013503,0.352876888,0.353578958,0.354120517,0.354510939,0.354761772,0.354883738,0.354944721,0,0,,0.355947191,0.349846203,0.353546668,,1.017439056,,,,,,,,,,,,,,
,14,0,0,0.297806548,0.297739718,0.297606056,0.297334672,0.296917961,0.296346951,0.295614227,0.294719029,0.293681011,0.292585243,0.29172983,0.291941958,0.292866171,0.293847722,0.29470984,0.295414592,0.295959752,0.296353381,0.296606494,0.296729623,0.296791187,0,0,,0.297806548,0.29172983,0.295395332,,1.020829953,,,,,,,,,,,,,,
,15,0,0,0.247147055,0.247079382,0.246944036,0.246669348,0.246247893,0.245671157,0.24493276,0.244034195,0.242999624,0.241921172,0.241096833,0.241297433,0.242191264,0.243159299,0.244019386,0.244726922,0.245276136,0.245673468,0.245929244,0.246053739,0.246115986,0,0,,0.247147055,0.241096833,0.244723159,,1.025094572,,,,,,,,,,,,,,
,16,0,0,0.203969595,0.203900935,0.203763615,0.203485068,0.203058117,0.202474839,0.201730158,0.200828245,0.199798286,0.198739435,0.197947613,0.198135781,0.198996879,0.199949212,0.200806291,0.201516556,0.202070206,0.202471717,0.202730539,0.202856605,0.202919638,0,0,,0.203969595,0.197947613,0.201530921,,1.030422102,,,,,,,,,,,,,,
,17,0,0,0.167582298,0.167512489,0.167372872,0.167089858,0.166656603,0.166065949,0.165314425,0.164409336,0.163385314,0.162348233,0.161589808,0.161764798,0.16259115,0.163525513,0.164378374,0.165091142,0.165649528,0.166055678,0.166317941,0.166445797,0.166509725,0,0,,0.167582298,0.161589808,0.165126516,,1.037084576,,,,,,,,,,,,,,
,18,0,0,0.1370747,0.137003559,0.136861279,0.136573115,0.136132671,0.135533769,0.134774898,0.133866958,0.13285035,0.131837089,0.1311125,0.131273677,0.132063502,0.132977519,0.133824699,0.134539541,0.135102868,0.135514091,0.135780199,0.135910074,0.135975012,0,0,,0.1370747,0.1311125,0.134599146,,1.045473917,,,,,,,,,,,,,,
,19,0,0,0.111504739,0.111432055,0.111286687,0.110992591,0.110543971,0.1099359,0.109169234,0.108258941,0.107251395,0.106263948,0.105573357,0.10572013,0.106471716,0.107362819,0.108202535,0.108918765,0.1094871,0.109903792,0.11017415,0.110306285,0.110372353,0,0,,0.111504739,0.105573357,0.109006308,,1.056182567,,,,,,,,,,,,,,
,20,0,0,0.089952418,0.089877937,0.089728973,0.089428024,0.088970102,0.088351877,0.087577053,0.08666516,0.085668648,0.084709191,0.084052779,0.084184479,0.084895837,0.085761001,0.086590964,0.087307511,0.087880708,0.088303182,0.088578187,0.08871283,0.088780152,0,0,,0.089952418,0.084052779,0.087427477,,1.070189697,,,,,,,,,,,,,,
,21,0,0,0.071483446,0.071406852,0.071253663,0.070944744,0.070476213,0.069846811,0.069063708,0.06815156,0.06716893,0.066240579,0.065619254,0.065734855,0.066402852,0.067237818,0.068054657,0.068769679,0.06934715,0.06977552,0.070055508,0.070192898,0.070261593,0,0,,0.071483446,0.065619254,0.068928014,,1.089366946,,,,,,,,,,,,,,
,22,0,0,0.054956648,0.054877549,0.05471935,0.054401141,0.053920652,0.053279459,0.052489133,0.051580266,0.050617551,0.049727126,0.049144755,0.049242117,0.049859728,0.05065623,0.051453286,0.052162624,0.052742352,0.053175972,0.053460923,0.053601172,0.053671296,0,0,,0.054956648,0.049144755,0.05236854,,1.118260685,,,,,,,,,,,,,,
,23,0,0,0.038170221,0.038088543,0.037925187,0.037598012,0.037107573,0.036460028,0.035673327,0.034785478,0.03386694,0.033041,0.032516288,0.032589061,0.033131627,0.033862057,0.034615904,0.035302587,0.035873657,0.036306204,0.036592862,0.036734631,0.036805516,0,0,,0.038170221,0.032516288,0.035573652,,1.173880014,,,,,,,,,,,,,,
,24,0,0,0.0129328,0.012871988,0.012750364,0.012510193,0.012158512,0.011709041,0.01118509,0.010622416,0.010072904,0.009610842,0.009341162,0.009364041,0.009631725,0.010031763,0.010473177,0.010896639,0.011263693,0.011550753,0.011745367,0.011842924,0.011891703,0,0,,0.0129328,0.009341162,0.011164624,,1.3844958,,,,,,,,,,,,,,
,25,0,0,0.001001635,1.00E-03,9.96E-04,9.88E-04,9.76E-04,9.60E-04,9.42E-04,9.21E-04,9.02E-04,8.91E-04,8.97E-04,8.94E-04,8.91E-04,9.03E-04,9.19E-04,9.35E-04,9.49E-04,9.59E-04,9.66E-04,9.69E-04,9.71E-04,0,0,,0.001001635,0.000890558,0.000944176,,1.124726386,,,,,,,,,,,,,,
,26,0,0,7.25E-04,7.24E-04,7.22E-04,7.19E-04,7.14E-04,7.07E-04,6.99E-04,6.90E-04,6.83E-04,6.81E-04,6.92E-04,6.88E-04,6.79E-04,6.82E-04,6.89E-04,6.96E-04,7.01E-04,7.06E-04,7.09E-04,7.10E-04,7.11E-04,0,0,,0.000724794,0.000679314,0.000701233,,1.066950714,,,,,,,,,,,,,,
,27,0,0,9.16E-04,9.15E-04,9.13E-04,9.08E-04,9.02E-04,8.94E-04,8.84E-04,8.72E-04,8.62E-04,8.56E-04,8.64E-04,8.61E-04,8.55E-04,8.61E-04,8.71E-04,8.79E-04,8.87E-04,8.92E-04,8.96E-04,8.98E-04,8.99E-04,0,0,,0.000915892,0.000855473,0.000884964,,1.07062717,,,,,,,,,,,,,,
,28,0,0,0.001413952,0.001411952,0.001407953,0.001399937,0.001387902,0.001371955,0.001352463,0.00133035,0.001307846,0.001290571,0.001290492,0.001289491,0.001292785,0.001309121,0.001327944,0.001345138,0.00135927,0.001369862,0.001376834,0.001380269,0.001381987,0,0,,0.001413952,0.001289491,0.001352289,,1.096519132,,,,,,,,,,,,,,
,29,0,0,0.002728289,0.002722532,0.002711019,0.002688009,0.002653612,0.002608262,0.002553042,0.002490185,0.002424298,0.002365613,0.002335983,0.002341183,0.002376238,0.002429714,0.002484259,0.002532809,0.002572539,0.002602358,0.002622028,0.002631735,0.002636589,0,0,,0.002728289,0.002335983,0.002548109,,1.167940541,,,,,,,,,,,,,,
,30,0,0,0.017059629,0.016973306,0.016800661,0.016460489,0.015963587,0.015329119,0.014587075,0.0137804,0.012968969,0.012241571,0.011752893,0.011823719,0.012310975,0.012931381,0.013567959,0.014156369,0.014656242,0.015042802,0.015303192,0.015433255,0.015498286,0,0,,0.017059629,0.011752893,0.014506756,,1.451525978,,,,,,,,,,,,,,
,31,0,0,0.360568966,0.360501505,0.360366585,0.360092766,0.359672465,0.359096523,0.358356856,0.357450924,0.356394212,0.35526407,0.354356682,0.354576963,0.355537325,0.356534565,0.357399992,0.358103088,0.358645122,0.359035669,0.35928643,0.359408286,0.359469215,0,0,,0.360568966,0.354356682,0.358100867,,1.017531159,,,,,,,,,,,,,,
,32,0,0,0.500270963,0.500205824,0.500075544,0.499810831,0.499403778,0.49884461,0.498123929,0.497236364,0.496191253,0.495054352,0.494115154,0.494356202,0.495358312,0.496370558,0.497236033,0.497934017,0.498470174,0.49885583,0.499103294,0.499223545,0.499283671,0,0,,0.500270963,0.494115154,0.497882107,,1.012458249,,,,,,,,,,,,,,
,33,0,0,0.497787038,0.497721981,0.497591866,0.497327475,0.496920902,0.496362366,0.495642482,0.49475591,0.493712094,0.49257707,0.491640614,0.491881075,0.492880987,0.493891999,0.494756728,0.495454194,0.495989975,0.496375366,0.49662266,0.496742827,0.49680291,0,0,,0.497787038,0.491640614,0.495401834,,1.012501864,,,,,,,,,,,,,,
